Player,Stats_from,Age,MPG,PPG,PER,TOPG,PFG,2017_2018 Salary
Markieff Morris,2016.0,26.0,25.453125,11.953125,12.2,2.109375,2.875,8.0
Timofey Mozgov,2016.0,29.0,17.44736842105263,6.25,14.6,0.9342105263157895,2.0921052631578947,15.28
Emmanuel Mudiay,2016.0,19.0,30.41176470588235,12.823529411764707,9.9,3.1911764705882355,2.073529411764706,3.38148
Shabazz Muhammad,2016.0,23.0,20.51219512195122,10.524390243902438,15.2,0.8536585365853658,1.146341463414634,1.57723
Mike Muscala,2016.0,24.0,9.416666666666666,3.25,13.6,0.45,1.2,5.0
Larry Nance,2016.0,23.0,20.095238095238095,5.5396825396825395,13.4,0.6507936507936508,1.9682539682539681,1.471382
Shabazz Napier,2016.0,24.0,10.909090909090908,3.690909090909091,9.6,0.8363636363636363,0.6909090909090909,2.36136
Jameer Nelson,2016.0,33.0,26.564102564102566,7.666666666666667,9.5,1.6923076923076923,2.5641025641025643,4.73605
Raul Neto,2016.0,23.0,18.506172839506174,5.8765432098765435,10.2,1.345679012345679,1.5061728395061729,1.471382
Andrew Nicholson,2016.0,26.0,14.696428571428571,6.857142857142857,14.8,0.7321428571428571,1.2321428571428572,2.844429
Joakim Noah,2016.0,30.0,21.896551724137932,4.275862068965517,14.1,1.793103448275862,2.6551724137931036,17.765
Nerlens Noel,2016.0,21.0,29.328358208955223,11.149253731343284,16.2,2.3582089552238807,2.8656716417910446,4.187599
